,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
8110,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,41,2476
8111,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2.17,41,2476
8112,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,41,2700
8113,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,41,2700
8114,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,41,2700
8115,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,41,2700
8116,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,41,2700
8117,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,41,2700
8118,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,41,2700
8119,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,41,2410
8120,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,41,2410
8121,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,41,2410
8122,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,41,2410
8123,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,41,2410
8124,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,41,2410
8125,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,41,2410
8126,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,41,2410
8127,Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,41,2410
8128,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,41,2410
8129,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,41,2410
8130,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,41,2410
8131,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,41,2410
8132,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,41,2410
8133,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,41,2410
8134,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,41,2410
8135,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,41,2410
8136,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,41,2410
8137,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,41,2410
8138,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,41,2410
8139,Indigo,6E-2081,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,41,2410
8140,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,41,2409
8141,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,41,2409
8142,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,41,2409
8143,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,41,2409
8144,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,41,2409
8145,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,41,2409
8146,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,41,2409
8147,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,41,2409
8148,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,41,2409
8149,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,41,2409
8150,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,41,2410
8151,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,41,2410
8152,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,41,2410
8153,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,41,2410
8154,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,41,2410
8155,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,41,2410
8156,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,41,2410
8157,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,41,2410
8158,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,41,2410
8159,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8,41,2410
8160,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,41,2410
8161,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,41,2410
8162,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,41,2410
8163,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,41,2410
8164,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,41,2456
8165,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,41,2456
8166,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,41,2456
8167,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,41,2476
8168,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,41,2476
8169,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,41,2476
8170,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,41,2476
8171,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,41,2476
8172,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,41,2476
8173,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,41,2476
8174,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,41,2476
8175,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,41,2621
8176,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,41,3100
8177,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,41,3100
8178,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,41,3100
8179,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,41,3100
8180,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,41,3100
8181,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,41,3001
8182,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,41,3001
8183,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,41,3001
8184,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,41,3291
8185,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,41,3330
8186,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,41,3330
8187,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,41,3330
8188,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,41,3371
8189,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,41,3371
8190,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,41,3488
8191,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,41,3501
8192,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,41,3549
8193,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,41,3553
8194,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,41,3570
8195,Indigo,6E-573,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,41,3570
8196,Air_India,AI-499,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.83,41,3764
8197,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,41,4170
8198,Air_India,AI-837,Delhi,Evening,one,Night,Mumbai,Economy,5.58,41,3831
8199,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,41,3831
8200,Air_India,AI-839,Delhi,Night,one,Morning,Mumbai,Economy,12.25,41,3831
8201,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,41,3831
8202,Air_India,AI-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.33,41,3831
8203,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,41,3831
8204,Air_India,AI-544,Delhi,Evening,one,Morning,Mumbai,Economy,16.42,41,3831
8205,Air_India,AI-542,Delhi,Morning,one,Morning,Mumbai,Economy,23.92,41,3831
8206,Air_India,AI-560,Delhi,Morning,one,Morning,Mumbai,Economy,25.5,41,3831
8207,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,41,3831
8208,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,41,3855
8209,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,41,3855
8210,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,41,3855
8211,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,41,3855
8212,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,41,3855
8213,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,41,3855
8214,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,41,3855
8215,Air_India,AI-429,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,41,3855
8216,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,41,3855
8217,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26,41,3855
8218,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,41,3911
8219,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,41,3977
8220,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,41,4381
8221,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,41,4381
8222,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,41,4107
8223,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,41,4142
8224,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,41,4233
8225,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,41,4673
8226,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,41,4673
8227,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,41,4691
8228,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,41,4691
8229,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,41,4781
8230,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,41,4479
8231,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,41,4581
8232,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,41,4968
8233,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,41,5040
8234,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,41,5040
8235,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,41,4793
8236,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,41,4867
8237,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,41,4867
8238,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,41,5227
8239,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,41,5227
8240,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,41,5227
8241,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,41,5227
8242,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,41,5227
8243,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,41,5227
8244,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,41,5227
8245,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,41,5227
8246,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,41,5227
8247,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,41,4926
8248,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,41,4931
8249,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,41,4939
8250,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,41,4939
8251,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,41,4959
8252,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,41,5355
8253,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,41,5355
8254,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,41,5355
8255,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,41,5355
8256,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,41,5355
8257,Vistara,UK-837,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,41,5355
8258,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.58,41,5026
8259,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,41,5087
8260,GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,41,5087
8261,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,41,5087
8262,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,41,5087
8263,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,41,5230
8264,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,41,5231
8265,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.92,41,5231
8266,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,41,5323
8267,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,41,5323
8268,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,41,5360
8269,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,41,5446
8270,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,41,5507
8271,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,41,5507
8272,Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Economy,10.33,41,5525
8273,Air_India,AI-883,Delhi,Night,one,Evening,Mumbai,Economy,18.58,41,5525
8274,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,41,5761
8275,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,41,5761
8276,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,41,5761
8277,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,41,5761
8278,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,41,5806
8279,Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Economy,25.08,41,5927
8280,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,41,6296
8281,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,41,6296
8282,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,41,6296
8283,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,41,6296
8284,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,41,6296
8285,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,41,6296
8286,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,41,6296
8287,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,41,6296
8288,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,41,6296
8289,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,41,6296
8290,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,41,5958
8291,GO_FIRST,G8-2403,Delhi,Morning,one,Evening,Mumbai,Economy,8,41,5958
8292,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,41,6146
8293,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,41,6181
8294,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,41,6181
8295,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,41,6312
8296,Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,41,6339
8297,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,41,6724
8298,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,41,6795
8299,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,41,6937
8300,Air_India,AI-542,Delhi,Morning,one,Afternoon,Mumbai,Economy,26.5,41,6933
8301,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,41,6995
8302,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,41,7575
8303,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,41,7575
8304,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,41,7575
8305,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,41,7575
8306,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,41,7575
8307,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,41,7575
8308,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,41,7575
8309,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,41,7575
8310,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,17,41,7575
8311,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,41,7469
8312,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,41,7907
8313,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,41,7907
8314,GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,41,8275
8315,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,41,8275
8316,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,41,8275
8317,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,41,8275
8318,Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,41,8805
8319,Air_India,AI-9017,Delhi,Morning,one,Afternoon,Mumbai,Economy,6,41,8475
8320,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,41,10837
8321,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,41,10837
8322,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,42,2476
8323,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,42,2476
8324,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2.17,42,2476
8325,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,42,2700
8326,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,42,2700
8327,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,42,2700
8328,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,42,2700
8329,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,42,2700
8330,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,42,2700
8331,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,42,2700
8332,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,42,2410
8333,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,42,2410
8334,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,42,2410
8335,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,42,2410
8336,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,42,2410
8337,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,42,2410
8338,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,42,2410
8339,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,42,2410
8340,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,42,2410
8341,Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,42,2410
8342,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,42,2410
8343,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,42,2410
8344,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,42,2410
8345,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,42,2410
8346,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,42,2410
8347,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,42,2410
8348,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,42,2410
8349,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,42,2410
8350,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,42,2410
8351,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,42,2410
8352,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,42,2410
8353,Indigo,6E-2081,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,42,2410
8354,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,42,2409
8355,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,42,2409
8356,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,42,2409
8357,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,42,2409
8358,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,42,2409
8359,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,42,2409
8360,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,42,2409
8361,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,42,2409
8362,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,42,2410
8363,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,42,2410
8364,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,42,2410
8365,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,42,2410
8366,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,42,2410
8367,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,42,2410
8368,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,42,2410
8369,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,42,2410
8370,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,42,2410
8371,Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,42,2410
8372,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,42,2410
8373,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,42,2410
8374,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,42,2410
8375,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,42,2410
8376,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,42,2410
8377,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,42,2410
8378,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,42,2456
8379,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,42,2456
8380,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,42,2456
8381,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,42,2476
8382,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,42,2476
8383,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,42,2476
8384,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,42,2476
8385,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,42,2476
8386,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,42,2476
8387,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,42,2476
8388,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,42,2476
8389,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,42,2476
8390,Indigo,6.00E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,42,2568
